Name,brand,rating,no_rating,key_benefit
Pioneer Pharma Cicuta Virosa Pellets 1000 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '']"
SBL Ammonium Iodatum Dilution 12 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Calcarea Silicata Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Anacardium Occidentale Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,4.1,10 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Citricum Dilution (30ml Each) CM,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
SBL Pulsatilla Nigricans 0/10 LM,SBL Pvt Ltd,4.8,13 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Dilution Cholesterinum 200 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Stannum Metallicum Globules 0/4 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Coffea Cruda Dilution 6 CH,Dr Reckeweg & Co,4.3,48 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Achyranthes Aspera Dilution (30ml Each) 12 CH,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Bio-Combination 24 (BC 24) Tablet,Dr Willmar Schwabe India Pvt Ltd,4.7,13 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Medorrhinum Dilution 1000 CH,Dr Reckeweg & Co,4.6,98 Ratings,[]
Bjain Colocynthis Mother Tincture Q,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '']"
Bakson's Homeopathy Theridion Curassavicum Dilution 1000 CH,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Bufo Rana Dilution 200C,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Hygrophilla Spinosa Dilution 6X,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '']"
SBL Phosphorus 0/4 LM,SBL Pvt Ltd,4.3,12 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Pioneer Pharma Sabadilla Globules Pellet Multidose Pills 6 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '']"
Lord's Koughcure Syrup,Lord's Homoeopathic Laboratory Pvt Ltd,4.1,31 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Kali Carbonicum Globules 0/1 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Mercurius Iodatus Ruber Dilution 10M CH,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Phosphorus 0/11 LM,SBL Pvt Ltd,4.3,12 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Aloe Soc Mother Tincture Q,Dr Reckeweg & Co,4.1,10 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Tabacum Dilution 1M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Pioneer Pharma Sarsaparilla Globules Pellet Multidose Pills 6 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal Naja Tripudians Dilution 200,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '']"
Wheezal Ricinus Communis Dilution 30,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Aegle Marmelos Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acetanilidum Dilution (30ml Each) 3X,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Gelsemium Sempervirens Dilution 1000 CH,Dr Reckeweg & Co,4.6,295 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Kali Muriaticum Biochemic Tablet 12X,Dr Willmar Schwabe India Pvt Ltd,4.4,63 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Radient Mikoil Oil,Radient Pharma,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Selenium Dilution 30 CH,Dr Reckeweg & Co,4.3,169 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Scutellaria Lateriflora Dilution 1M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Lac Vaccinum Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Bjain Calcarea Fluorica Biochemic Tablet 200X,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
St. George’s Cof Mix Syrup,St. George’s Homoeopathy,4.1,16 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Bjain Sepia Globules 0/5 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Platinum Metallicum Dilution 30 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Essentia Infantia Tablet,Dr Willmar Schwabe India Pvt Ltd,,,[]
Dr Willmar Schwabe India Kali Phosphoricum Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,4.7,63 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Ferrum Phosphoricum Dilution 10M CH,Dr Willmar Schwabe India Pvt Ltd,4.8,23 Ratings,"['', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Belladonna Dilution 6 (30ml Each),Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Belladonna Dilution 200 (30ml Each),Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '']"
LDD Bioscience Artemisia Vulgaris Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
New Life Bach Flower Larch 30,New Life Laboratories Pvt Ltd,4.4,77 Ratings,"['', '', '', '', '', '', '', '']"
St. George’s Wrightia Tinctoria Mother Tincture Q,St. George’s Homoeopathy,,,"['', '', '', '', '', '', '']"
Bjain Robinia Pseudocacia Dilution 6 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.7,25 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal Comocladia Dentata Dilution 10M,Wheezal Homoeo Pharma,,,[]
Bakson's Homeopathy Janosia Ashoka Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Bjain Chlorum Dilution 30C,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Dilution Chloropromazine 1M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Alumen Dilution 6 CH,Dr Reckeweg & Co,4.7,15 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Lobelia Inflata Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Allium Cepa Dilution 30 CH,Dr Reckeweg & Co,4.6,136 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Natrum Bromatum Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Colchicum Autumnale Dilution 50M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
LDD Bioscience Baryta Carb Dilution 6 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Tannicum Dilution (30ml Each) 10M,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '']"
Bjain Petroleum Dilution 200 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.4,14 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Bufo Rana Dilution 30,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '']"
New Life Constip-NL Drop,New Life Laboratories Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Acidum Carbolicum Dilution 30,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
SBL Carduus Benedictus Dilution 30 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Scutellaria Dilution 30 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Phaseolus Vulgaris Dilution 3 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Dizester Digestive Tonic Sugar Free,Dr Willmar Schwabe India Pvt Ltd,4.4,379 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Santoninum 3X,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '']"
SBL Lycopodium Clavatum 0/14 LM,SBL Pvt Ltd,4.3,33 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe Germany Badiaga Dilution 30,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Bjain Nux Vomica Dilution 3X,Bjain Pharmaceuticals Pvt. Ltd.,4.6,188 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Pioneer Pharma Folliculinum Globules Pellet Multidose Pills 200 CH,Homeotrade,,,"['', '', '', '', '', '', '', '']"
Similia Biocom No.1 Tablet,Similia Homoeo Laboratory,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Borax Dilution 30 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.7,20 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Cucurbita Pepo Dilution 1000 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Aloe Socotrina Dilution (30ml Each) 6,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Hepar Sulphur Globules 0/18 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Viola Tricolor Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bio India Bach Flower Crab Apple,Bio-India Pharma Pvt Ltd,4.8,21 Ratings,"['', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Jatropha Curcas Dilution 6 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Silicea Dilution 1M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal Ammonium Aceticum Dilution 10M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Muriaticum Dilution (30ml Each) 3X,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe Germany Iris Versicolor Dilution 200,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Selenium Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,4.3,61 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Lord's Chinium Sulph Trituration Tablet 3X,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Wheezal Chaparoo Amargosa Dilution 10M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Thiosinaminum Dilution 1000 CH,Dr Reckeweg & Co,4.5,11 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Pioneer Pharma Spongia Tosta Globules Pellet Multidose Pills 1000 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Senega Dilution 3X,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
ADEL Dioscorea V Mother Tincture Q,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '']"
SBL Arsenicum Album 0/5 LM,SBL Pvt Ltd,4.7,20 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
SBL Camphora 0/3 LM,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Allen Anti Urticaria Combo (A56 + Derma Plus Cream),Allen Homoeo & Herbal Products Ltd,,,[]
Bjain Urtica Urens Dilution 1000 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Lespedeza Sieboldii Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '']"
Bakson's Homeopathy Chicken Pox Dilution 1M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '']"
Dr Willmar Schwabe India Calcarea Iodata Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
SBL Aethiops Antimonialis Dilution 200 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Aconitum Napellus 0/30 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Blatta Orientalis Mother Tincture Q,Bjain Pharmaceuticals Pvt. Ltd.,3.6,14 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Guaiacum Dilution 30 CH,Dr Reckeweg & Co,4.9,15 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Agnus Castus Dilution 3X,Dr Willmar Schwabe India Pvt Ltd,4.4,112 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Salvia Officinalis Mother Tincture Q,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Wheezal Plumbum Metallicum Globules 0/21 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Wheezal Graphites Globules 0/3 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Allium Cepa Dilution 3X,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
Bakson's Homeopathy Antimonium Tartaricum Dilution 1000 CH,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '']"
LDD Bioscience Opium Dilution 30 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Sett Dey Sarsaparilla Mother Tincture,Sett Dey & Co (Homeo) Lab,,,"['', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Abrotanum Dilution (30ml Each) 12,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '']"
Hapro Sulphur Dilution 10M,Hapro Homeo Chem Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Gambogia Dilution 30,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Hypophysine Posterior Dilution 1000 CH,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Tannicum Dilution (30ml Each) 30,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '']"
Dr. Reckeweg Natrum Muriaticum Biochemic Tablet 6X,Dr Reckeweg & Co,4.5,56 Ratings,"['', '', '', '', '', '', '', '']"
ADEL Anti-Allergic Combo (ADEL 23 + Kalium Bichromicum Dilution 200 CH),Adel Pekana Germany,,,[]
Bjain Plantago Major Dilution 1000 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Aegle Folia Dilution 6X,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
Medisynth Antimonium Tartaricum Dilution 30,Medisynth Chemicals Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Calcarea Ova Tosta Dilution 6 CH,SBL Pvt Ltd,,,[]
SBL Sulphur Dilution CM CH,SBL Pvt Ltd,4.4,1228 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Strychninum Valerianicum Dilution 30,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
Prime Health Uk Beech Drop,Shivam Homoeopathic,,,"['', '', '', '', '', '', '']"
Wheezal Bryonia Alba Globules 0/19 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '']"
Bjain Apis Mellifica Dilution 6C,Bjain Pharmaceuticals Pvt. Ltd.,4.7,30 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Chionanthus Virginica Dilution 30 CH,SBL Pvt Ltd,4.9,10 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Natrum Muriaticum Globules 0/29 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Mentha Piperita Dilution 30,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Pioneer Pharma Bio-Komz 11 Fever (25gm Each),Homeotrade,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Thiosinaminum Dilution 200 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Iodium Dilution CM,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
LDD Bioscience Rhus Tox Dilution 1000 CH,LDD Bioscience Pvt Ltd,4.4,45 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Haslab Bico 22 Biochemic Compound Tablet,HASLAB,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Populus Candicans Dilution 30,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '']"
Bjain Baryta Muriatica Dilution 1000 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.3,10 Ratings,"['', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Helonias Dioica Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
SBL Lac Caninum Dilution 30 CH,SBL Pvt Ltd,4.9,17 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Embelica Officinalis Dilution 6 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Cinnamonum Dilution 30,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '']"
Bjain Graphites Trituration Tablet 3X,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Pioneer Pharma Sarsaparilla Globules Pellet Multidose Pills 30 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Abrotanum Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,4.5,25 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Alfavena Malt,Bakson Drugs & Pharmaceuticals Pvt. ltd.,4.3,63 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
SBL Chaparo Amargoso Dilution 30 CH,SBL Pvt Ltd,4.9,12 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Rubia Tinctorum Mother Tincture Q,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Strontium Carbonicum Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Acidum Nitricum Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,4.3,152 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Sett Dey Calcarea Sulphuratum Dilution 30,Sett Dey & Co (Homeo) Lab,,,"['', '', '', '', '', '', '', '', '', '']"
Bjain Staphylococcus Aureus Dilution 200 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '']"
Sett Dey Trillium Pendulum Dilution 30,Sett Dey & Co (Homeo) Lab,,,"['', '', '', '', '', '', '', '']"
ADEL Gnaphalium Pol. Dilution 3X,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Cadmium Sulf Dilution 200 CH,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Placenta Dilution 200,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Thuja Occidentalis Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,4.5,341 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Lac Vaccinum Dilution 30,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Pioneer Pharma Stannum Metallic Globules Pellet Multidose Pills 30 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '']"
Bjain Calcarea Fluorica Dilution 6C,Bjain Pharmaceuticals Pvt. Ltd.,4.4,45 Ratings,"['', '', '', '', '', '', '', '', '']"
Wheezal Kali Phosphoricum Globules 0/3 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '']"
SBL Silicea 0/1 LM,SBL Pvt Ltd,4.6,12 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acdoins Vernalis Dilution (30 ml Each) 6 CH,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg R18 Kidney And Bladder Drop,Dr Reckeweg & Co,4.5,253 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Ocimum Sanctum Dilution 30 CH,SBL Pvt Ltd,4.7,37 Ratings,[]
LDD Bioscience LD 13 Essentia Aurea-Gold Drop,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg R21 Reconstituant Drop,Dr Reckeweg & Co,4.3,73 Ratings,"['', '', '', '', '', '', '', '', '']"
Wheezal Ferrum Metallicum Globules 0/18 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Alloxan Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Sett Dey Anacardium Orientale Dilution 30,Sett Dey & Co (Homeo) Lab,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Lathyrus Sat Mother Tincture Q,Dr Reckeweg & Co,,,[]
SBL Stigmata Maydis Mother Tincture Q,SBL Pvt Ltd,4.8,12 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Plumbum Metallicum Dilution 200 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.1,15 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Cicuta Virosa Dilution 10M CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe Germany Dilution Rhus Aromatica 30,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '']"
Hering Pharma Arsenic Alb Dilution 30,Hering Pharma,,,"['', '', '', '', '']"
Bakson's Homeopathy Hydrastininum Muriaticum Dilution 1000 CH,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
Bjain Chelidonium Majus Dilution 3X,Bjain Pharmaceuticals Pvt. Ltd.,4.5,29 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Bjain Dulcamara Globules 0/28 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Myristica Dilution 1000 CH,Dr Reckeweg & Co,4.5,20 Ratings,[]
Sett Dey Natrum Muriaticum Dilution 1M,Sett Dey & Co (Homeo) Lab,,,"['', '', '', '', '', '', '', '', '', '']"
Hapro Pulsatilla Nigricans Dilution 200,Hapro Homeo Chem Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Rxhomeo Bromium 200C,Rxhomeo Private Limited,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Lord's Gambogia Mother Tincture Q,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Valeriana Officinalis Dilution 6X,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
Bakson's Homeopathy Staphysagria Dilution 1000 CH,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Calci-Rite Tablet,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Kali Muriaticum Biochemic Tablet 6X,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Wheezal Valeriana Officinalis Dilution 3X,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Skookum Chuck Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Sett Dey Cina Dilution 1M,Sett Dey & Co (Homeo) Lab,,,"['', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Kali Muriaticum Dilution 6 CH,Dr Willmar Schwabe India Pvt Ltd,4.4,20 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Argentum Metallicum Dilution 10M CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Paeonia Officinalis Dilution 30 CH,SBL Pvt Ltd,4.7,64 Ratings,"['', '', '', '', '', '', '', '', '']"
Wheezal Hyoscyamus Niger Globules 0/1 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
